trafficID,num_cars,weatherStamp:,timeStamp,dateStamp,greenTime
B1,0,,08:50:17,2024-07-31,3
C3,0,,08:50:20,2024-07-31,3
B2,20,,08:50:22,2024-07-31,10
C4,20,,08:50:25,2024-07-31,10
D3,109,30,08:50:30,2024-07-31,50
A1,26,30,08:50:32,2024-07-31,50
B3,0,,08:50:34,2024-07-31,3
C1,0,,08:50:37,2024-07-31,3
B4,0,,08:50:39,2024-07-31,3
C2,0,,08:50:42,2024-07-31,3
B1,0,,08:50:44,2024-07-31,3
C3,0,,08:50:47,2024-07-31,3
B2,0,,08:50:49,2024-07-31,3
C4,0,,08:50:52,2024-07-31,3
B3,0,,08:50:54,2024-07-31,3
C1,0,,08:50:57,2024-07-31,3
B4,0,,08:50:59,2024-07-31,3
C2,0,,08:51:02,2024-07-31,3
B1,0,,08:51:04,2024-07-31,3
C3,0,,08:51:07,2024-07-31,3
B2,0,,08:51:09,2024-07-31,3
C4,0,,08:51:12,2024-07-31,3
B3,0,,08:51:14,2024-07-31,3
C1,0,,08:51:17,2024-07-31,3
B4,0,,08:51:19,2024-07-31,3
C2,0,,08:51:22,2024-07-31,3
D4,130,30,08:51:23,2024-07-31,50
B1,0,,08:51:24,2024-07-31,3
A2,141,30,08:51:25,2024-07-31,50
C3,0,,08:51:27,2024-07-31,3
B2,0,,08:51:29,2024-07-31,3
C4,0,,08:51:32,2024-07-31,3
B3,0,,08:51:35,2024-07-31,3
C1,0,,08:51:37,2024-07-31,3
B4,0,,08:51:40,2024-07-31,3
