trafficID,num_cars,weatherStamp:,timeStamp,dateStamp,greenTime,avg_last_3_num_cars_A1,avg_last_3_num_cars_B1,avg_last_3_num_cars_C1,avg_last_3_num_cars_D1,avg_last_3_num_cars_C2,avg_last_3_num_cars_D2,avg_last_3_num_cars_C3,avg_last_3_num_cars_D3,avg_last_3_num_cars_A2,avg_last_3_num_cars_D4,avg_last_3_num_cars_A3,avg_last_3_num_cars_C4,avg_last_3_num_cars_A4,avg_last_3_num_cars_B2,avg_last_3_num_cars_B3,avg_last_3_num_cars_B4
A1,115,33,07:49:37,2024-08-01,50,43.333333333333336,50.666666666666664,60.333333333333336,53.0,108.0,117.66666666666667,21.0,107.66666666666667,75.66666666666667,105.66666666666667,61.0,76.66666666666667,78.0,60.333333333333336,102.66666666666667,82.0
C2,66,33,07:49:39,2024-08-01,45,69.33333333333333,50.666666666666664,60.333333333333336,53.0,108.0,117.66666666666667,21.0,107.66666666666667,75.66666666666667,105.66666666666667,61.0,76.66666666666667,78.0,60.333333333333336,102.66666666666667,82.0
B4,23,33,07:50:10,2024-08-01,18,69.33333333333333,50.666666666666664,60.333333333333336,53.0,95.66666666666667,117.66666666666667,21.0,107.66666666666667,75.66666666666667,105.66666666666667,61.0,76.66666666666667,78.0,60.333333333333336,102.66666666666667,82.0
D3,8,33,07:50:11,2024-08-01,16,69.33333333333333,50.666666666666664,60.333333333333336,53.0,95.66666666666667,117.66666666666667,21.0,107.66666666666667,75.66666666666667,105.66666666666667,61.0,76.66666666666667,78.0,60.333333333333336,102.66666666666667,76.0
C3,33,33,07:50:26,2024-08-01,17,69.33333333333333,50.666666666666664,60.333333333333336,53.0,95.66666666666667,117.66666666666667,21.0,76.33333333333333,75.66666666666667,105.66666666666667,61.0,76.66666666666667,78.0,60.333333333333336,102.66666666666667,76.0
A2,108,33,07:50:29,2024-08-01,50,69.33333333333333,50.666666666666664,60.333333333333336,53.0,95.66666666666667,117.66666666666667,25.666666666666668,76.33333333333333,75.66666666666667,105.66666666666667,61.0,76.66666666666667,78.0,60.333333333333336,102.66666666666667,76.0
D4,97,33,07:50:29,2024-08-01,50,69.33333333333333,50.666666666666664,60.333333333333336,53.0,95.66666666666667,117.66666666666667,25.666666666666668,76.33333333333333,74.0,105.66666666666667,61.0,76.66666666666667,78.0,60.333333333333336,102.66666666666667,76.0
B1,38,33,07:50:30,2024-08-01,25,69.33333333333333,50.666666666666664,60.333333333333336,53.0,95.66666666666667,117.66666666666667,25.666666666666668,76.33333333333333,74.0,110.0,61.0,76.66666666666667,78.0,60.333333333333336,102.66666666666667,76.0
C4,100,33,07:50:45,2024-08-01,50,69.33333333333333,50.0,60.333333333333336,53.0,95.66666666666667,117.66666666666667,25.666666666666668,76.33333333333333,74.0,110.0,61.0,76.66666666666667,78.0,60.333333333333336,102.66666666666667,76.0
B2,66,33,07:50:57,2024-08-01,33,69.33333333333333,50.0,60.333333333333336,53.0,95.66666666666667,117.66666666666667,25.666666666666668,76.33333333333333,74.0,110.0,61.0,77.66666666666667,78.0,60.333333333333336,102.66666666666667,76.0
A3,91,33,07:51:28,2024-08-01,46,69.33333333333333,50.0,60.333333333333336,53.0,95.66666666666667,117.66666666666667,25.666666666666668,76.33333333333333,74.0,110.0,61.0,77.66666666666667,78.0,80.33333333333333,102.66666666666667,76.0
D1,47,33,07:51:28,2024-08-01,24,69.33333333333333,50.0,60.333333333333336,53.0,95.66666666666667,117.66666666666667,25.666666666666668,76.33333333333333,74.0,110.0,62.666666666666664,77.66666666666667,78.0,80.33333333333333,102.66666666666667,76.0
B3,81,33,07:51:39,2024-08-01,41,69.33333333333333,50.0,60.333333333333336,51.333333333333336,95.66666666666667,117.66666666666667,25.666666666666668,76.33333333333333,74.0,110.0,62.666666666666664,77.66666666666667,78.0,80.33333333333333,102.66666666666667,76.0
C1,100,33,07:51:44,2024-08-01,50,69.33333333333333,50.0,60.333333333333336,51.333333333333336,95.66666666666667,117.66666666666667,25.666666666666668,76.33333333333333,74.0,110.0,62.666666666666664,77.66666666666667,78.0,80.33333333333333,97.66666666666667,76.0
D2,170,33,07:51:54,2024-08-01,50,69.33333333333333,50.0,71.66666666666667,51.333333333333336,95.66666666666667,117.66666666666667,25.666666666666668,76.33333333333333,74.0,110.0,62.666666666666664,77.66666666666667,78.0,80.33333333333333,97.66666666666667,76.0
A4,78,33,07:52:16,2024-08-01,39,69.33333333333333,50.0,71.66666666666667,51.333333333333336,95.66666666666667,147.66666666666666,25.666666666666668,76.33333333333333,74.0,110.0,62.666666666666664,77.66666666666667,78.0,80.33333333333333,97.66666666666667,76.0
B4,78,33,07:52:22,2024-08-01,39,69.33333333333333,50.0,71.66666666666667,51.333333333333336,95.66666666666667,147.66666666666666,25.666666666666668,76.33333333333333,74.0,110.0,62.666666666666664,77.66666666666667,84.0,80.33333333333333,97.66666666666667,76.0
C2,105,33,07:52:36,2024-08-01,50,69.33333333333333,50.0,71.66666666666667,51.333333333333336,95.66666666666667,147.66666666666666,25.666666666666668,76.33333333333333,74.0,110.0,62.666666666666664,77.66666666666667,84.0,80.33333333333333,97.66666666666667,71.33333333333333
D3,43,33,07:52:46,2024-08-01,22,69.33333333333333,50.0,71.66666666666667,51.333333333333336,91.0,147.66666666666666,25.666666666666668,76.33333333333333,74.0,110.0,62.666666666666664,77.66666666666667,84.0,80.33333333333333,97.66666666666667,71.33333333333333
A1,110,33,07:52:57,2024-08-01,50,69.33333333333333,50.0,71.66666666666667,51.333333333333336,91.0,147.66666666666666,25.666666666666668,54.333333333333336,74.0,110.0,62.666666666666664,77.66666666666667,84.0,80.33333333333333,97.66666666666667,71.33333333333333
B1,68,33,07:53:03,2024-08-01,34,101.66666666666667,50.0,71.66666666666667,51.333333333333336,91.0,147.66666666666666,25.666666666666668,54.333333333333336,74.0,110.0,62.666666666666664,77.66666666666667,84.0,80.33333333333333,97.66666666666667,71.33333333333333
D4,102,33,07:53:10,2024-08-01,50,101.66666666666667,72.33333333333333,71.66666666666667,51.333333333333336,91.0,147.66666666666666,25.666666666666668,54.333333333333336,74.0,110.0,62.666666666666664,77.66666666666667,84.0,80.33333333333333,97.66666666666667,71.33333333333333
C3,95,33,07:53:28,2024-08-01,48,101.66666666666667,72.33333333333333,71.66666666666667,51.333333333333336,91.0,147.66666666666666,25.666666666666668,54.333333333333336,74.0,106.0,62.666666666666664,77.66666666666667,84.0,80.33333333333333,97.66666666666667,71.33333333333333
B2,100,33,07:53:39,2024-08-01,50,101.66666666666667,72.33333333333333,71.66666666666667,51.333333333333336,91.0,147.66666666666666,51.0,54.333333333333336,74.0,106.0,62.666666666666664,77.66666666666667,84.0,80.33333333333333,97.66666666666667,71.33333333333333
A2,63,33,07:53:49,2024-08-01,36,101.66666666666667,72.33333333333333,71.66666666666667,51.333333333333336,91.0,147.66666666666666,51.0,54.333333333333336,74.0,106.0,62.666666666666664,77.66666666666667,84.0,78.0,97.66666666666667,71.33333333333333
D1,28,33,07:54:02,2024-08-01,14,101.66666666666667,72.33333333333333,71.66666666666667,51.333333333333336,91.0,147.66666666666666,51.0,54.333333333333336,85.0,106.0,62.666666666666664,77.66666666666667,84.0,78.0,97.66666666666667,71.33333333333333
C4,111,33,07:54:18,2024-08-01,50,101.66666666666667,72.33333333333333,71.66666666666667,38.333333333333336,91.0,147.66666666666666,51.0,54.333333333333336,85.0,106.0,62.666666666666664,77.66666666666667,84.0,78.0,97.66666666666667,71.33333333333333
D2,170,33,07:54:18,2024-08-01,50,101.66666666666667,72.33333333333333,71.66666666666667,38.333333333333336,91.0,147.66666666666666,51.0,54.333333333333336,85.0,106.0,62.666666666666664,81.33333333333333,84.0,78.0,97.66666666666667,71.33333333333333
A3,31,33,07:54:27,2024-08-01,16,101.66666666666667,72.33333333333333,71.66666666666667,38.333333333333336,91.0,172.0,51.0,54.333333333333336,85.0,106.0,62.666666666666664,81.33333333333333,84.0,78.0,97.66666666666667,71.33333333333333
B3,76,33,07:54:31,2024-08-01,38,101.66666666666667,72.33333333333333,71.66666666666667,38.333333333333336,91.0,172.0,51.0,54.333333333333336,85.0,106.0,59.333333333333336,81.33333333333333,84.0,78.0,97.66666666666667,71.33333333333333
A4,75,33,07:54:45,2024-08-01,38,101.66666666666667,72.33333333333333,71.66666666666667,38.333333333333336,91.0,172.0,51.0,54.333333333333336,85.0,106.0,59.333333333333336,81.33333333333333,84.0,78.0,91.0,71.33333333333333
C1,133,33,07:55:10,2024-08-01,50,101.66666666666667,72.33333333333333,71.66666666666667,38.333333333333336,91.0,172.0,51.0,54.333333333333336,85.0,106.0,59.333333333333336,81.33333333333333,84.33333333333333,78.0,91.0,71.33333333333333
D3,45,33,07:55:10,2024-08-01,23,101.66666666666667,72.33333333333333,104.33333333333333,38.333333333333336,91.0,172.0,51.0,54.333333333333336,85.0,106.0,59.333333333333336,81.33333333333333,84.33333333333333,78.0,91.0,71.33333333333333
B4,89,33,07:55:11,2024-08-01,45,101.66666666666667,72.33333333333333,104.33333333333333,38.333333333333336,91.0,172.0,51.0,32.0,85.0,106.0,59.333333333333336,81.33333333333333,84.33333333333333,78.0,91.0,71.33333333333333
A1,33,33,07:55:25,2024-08-01,29,101.66666666666667,72.33333333333333,104.33333333333333,38.333333333333336,91.0,172.0,51.0,32.0,85.0,106.0,59.333333333333336,81.33333333333333,84.33333333333333,78.0,91.0,63.333333333333336
D4,82,33,07:55:36,2024-08-01,50,86.0,72.33333333333333,104.33333333333333,38.333333333333336,91.0,172.0,51.0,32.0,85.0,106.0,59.333333333333336,81.33333333333333,84.33333333333333,78.0,91.0,63.333333333333336
A2,66,33,07:55:56,2024-08-01,33,86.0,72.33333333333333,104.33333333333333,38.333333333333336,91.0,172.0,51.0,32.0,85.0,93.66666666666667,59.333333333333336,81.33333333333333,84.33333333333333,78.0,91.0,63.333333333333336
B1,81,33,07:55:58,2024-08-01,41,86.0,72.33333333333333,104.33333333333333,38.333333333333336,91.0,172.0,51.0,32.0,79.0,93.66666666666667,59.333333333333336,81.33333333333333,84.33333333333333,78.0,91.0,63.333333333333336
C2,16,33,07:56:02,2024-08-01,11,86.0,62.333333333333336,104.33333333333333,38.333333333333336,91.0,172.0,51.0,32.0,79.0,93.66666666666667,59.333333333333336,81.33333333333333,84.33333333333333,78.0,91.0,63.333333333333336
C3,91,33,07:56:15,2024-08-01,46,86.0,62.333333333333336,104.33333333333333,38.333333333333336,62.333333333333336,172.0,51.0,32.0,79.0,93.66666666666667,59.333333333333336,81.33333333333333,84.33333333333333,78.0,91.0,63.333333333333336
D1,38,33,07:56:28,2024-08-01,19,86.0,62.333333333333336,104.33333333333333,38.333333333333336,62.333333333333336,172.0,73.0,32.0,79.0,93.66666666666667,59.333333333333336,81.33333333333333,84.33333333333333,78.0,91.0,63.333333333333336
A3,96,33,07:56:31,2024-08-01,48,86.0,62.333333333333336,104.33333333333333,37.666666666666664,62.333333333333336,172.0,73.0,32.0,79.0,93.66666666666667,59.333333333333336,81.33333333333333,84.33333333333333,78.0,91.0,63.333333333333336
B2,94,33,07:56:41,2024-08-01,47,86.0,62.333333333333336,104.33333333333333,37.666666666666664,62.333333333333336,172.0,73.0,32.0,79.0,93.66666666666667,72.66666666666667,81.33333333333333,84.33333333333333,78.0,91.0,63.333333333333336
D2,126,33,07:56:49,2024-08-01,50,86.0,62.333333333333336,104.33333333333333,37.666666666666664,62.333333333333336,172.0,73.0,32.0,79.0,93.66666666666667,72.66666666666667,81.33333333333333,84.33333333333333,86.66666666666667,91.0,63.333333333333336
C4,196,33,07:57:03,2024-08-01,50,86.0,62.333333333333336,104.33333333333333,37.666666666666664,62.333333333333336,155.33333333333334,73.0,32.0,79.0,93.66666666666667,72.66666666666667,81.33333333333333,84.33333333333333,86.66666666666667,91.0,63.333333333333336
A4,103,33,07:57:21,2024-08-01,50,86.0,62.333333333333336,104.33333333333333,37.666666666666664,62.333333333333336,155.33333333333334,73.0,32.0,79.0,93.66666666666667,72.66666666666667,135.66666666666666,84.33333333333333,86.66666666666667,91.0,63.333333333333336
B3,76,33,07:57:31,2024-08-01,38,86.0,62.333333333333336,104.33333333333333,37.666666666666664,62.333333333333336,155.33333333333334,73.0,32.0,79.0,93.66666666666667,72.66666666666667,135.66666666666666,85.33333333333333,86.66666666666667,91.0,63.333333333333336
D3,41,33,07:57:41,2024-08-01,21,86.0,62.333333333333336,104.33333333333333,37.666666666666664,62.333333333333336,155.33333333333334,73.0,32.0,79.0,93.66666666666667,72.66666666666667,135.66666666666666,85.33333333333333,86.66666666666667,77.66666666666667,63.333333333333336
C1,107,33,07:57:55,2024-08-01,50,86.0,62.333333333333336,104.33333333333333,37.666666666666664,62.333333333333336,155.33333333333334,73.0,43.0,79.0,93.66666666666667,72.66666666666667,135.66666666666666,85.33333333333333,86.66666666666667,77.66666666666667,63.333333333333336
D4,55,33,07:58:04,2024-08-01,35,86.0,62.333333333333336,113.33333333333333,37.666666666666664,62.333333333333336,155.33333333333334,73.0,43.0,79.0,93.66666666666667,72.66666666666667,135.66666666666666,85.33333333333333,86.66666666666667,77.66666666666667,63.333333333333336
B4,23,33,07:58:11,2024-08-01,12,86.0,62.333333333333336,113.33333333333333,37.666666666666664,62.333333333333336,155.33333333333334,73.0,43.0,79.0,79.66666666666667,72.66666666666667,135.66666666666666,85.33333333333333,86.66666666666667,77.66666666666667,63.333333333333336
A1,74,33,07:58:14,2024-08-01,37,86.0,62.333333333333336,113.33333333333333,37.666666666666664,62.333333333333336,155.33333333333334,73.0,43.0,79.0,79.66666666666667,72.66666666666667,135.66666666666666,85.33333333333333,86.66666666666667,77.66666666666667,63.333333333333336
B1,45,33,07:58:25,2024-08-01,23,72.33333333333333,62.333333333333336,113.33333333333333,37.666666666666664,62.333333333333336,155.33333333333334,73.0,43.0,79.0,79.66666666666667,72.66666666666667,135.66666666666666,85.33333333333333,86.66666666666667,77.66666666666667,63.333333333333336
D1,85,33,07:58:41,2024-08-01,43,72.33333333333333,64.66666666666667,113.33333333333333,37.666666666666664,62.333333333333336,155.33333333333334,73.0,43.0,79.0,79.66666666666667,72.66666666666667,135.66666666666666,85.33333333333333,86.66666666666667,77.66666666666667,63.333333333333336
C2,112,33,07:58:47,2024-08-01,50,72.33333333333333,64.66666666666667,113.33333333333333,50.333333333333336,62.333333333333336,155.33333333333334,73.0,43.0,79.0,79.66666666666667,72.66666666666667,135.66666666666666,85.33333333333333,86.66666666666667,77.66666666666667,63.333333333333336
B2,66,33,07:58:50,2024-08-01,33,72.33333333333333,64.66666666666667,113.33333333333333,50.333333333333336,77.66666666666667,155.33333333333334,73.0,43.0,79.0,79.66666666666667,72.66666666666667,135.66666666666666,85.33333333333333,86.66666666666667,77.66666666666667,63.333333333333336
A2,31,33,07:58:53,2024-08-01,16,72.33333333333333,64.66666666666667,113.33333333333333,50.333333333333336,77.66666666666667,155.33333333333334,73.0,43.0,79.0,79.66666666666667,72.66666666666667,135.66666666666666,85.33333333333333,86.66666666666667,77.66666666666667,63.333333333333336
A3,93,33,07:59:11,2024-08-01,47,72.33333333333333,64.66666666666667,113.33333333333333,50.333333333333336,77.66666666666667,155.33333333333334,73.0,43.0,53.333333333333336,79.66666666666667,72.66666666666667,135.66666666666666,85.33333333333333,86.66666666666667,77.66666666666667,63.333333333333336
B3,67,33,07:59:25,2024-08-01,34,72.33333333333333,64.66666666666667,113.33333333333333,50.333333333333336,77.66666666666667,155.33333333333334,73.0,43.0,53.333333333333336,79.66666666666667,73.33333333333333,135.66666666666666,85.33333333333333,86.66666666666667,77.66666666666667,63.333333333333336
D2,64,33,07:59:26,2024-08-01,32,72.33333333333333,64.66666666666667,113.33333333333333,50.333333333333336,77.66666666666667,155.33333333333334,73.0,43.0,53.333333333333336,79.66666666666667,73.33333333333333,135.66666666666666,85.33333333333333,86.66666666666667,73.0,63.333333333333336
C3,102,33,07:59:39,2024-08-01,50,72.33333333333333,64.66666666666667,113.33333333333333,50.333333333333336,77.66666666666667,120.0,73.0,43.0,53.333333333333336,79.66666666666667,73.33333333333333,135.66666666666666,85.33333333333333,86.66666666666667,73.0,63.333333333333336
A4,46,33,08:00:00,2024-08-01,23,72.33333333333333,64.66666666666667,113.33333333333333,50.333333333333336,77.66666666666667,120.0,96.0,43.0,53.333333333333336,79.66666666666667,73.33333333333333,135.66666666666666,85.33333333333333,86.66666666666667,73.0,63.333333333333336
D3,92,33,08:00:00,2024-08-01,46,72.33333333333333,64.66666666666667,113.33333333333333,50.333333333333336,77.66666666666667,120.0,96.0,43.0,53.333333333333336,79.66666666666667,73.33333333333333,135.66666666666666,74.66666666666667,86.66666666666667,73.0,63.333333333333336
B4,71,33,08:00:01,2024-08-01,36,72.33333333333333,64.66666666666667,113.33333333333333,50.333333333333336,77.66666666666667,120.0,96.0,59.333333333333336,53.333333333333336,79.66666666666667,73.33333333333333,135.66666666666666,74.66666666666667,86.66666666666667,73.0,63.333333333333336
A1,108,33,08:00:25,2024-08-01,50,72.33333333333333,64.66666666666667,113.33333333333333,50.333333333333336,77.66666666666667,120.0,96.0,59.333333333333336,53.333333333333336,79.66666666666667,73.33333333333333,135.66666666666666,74.66666666666667,86.66666666666667,73.0,61.0
C4,187,33,08:00:32,2024-08-01,50,71.66666666666667,64.66666666666667,113.33333333333333,50.333333333333336,77.66666666666667,120.0,96.0,59.333333333333336,53.333333333333336,79.66666666666667,73.33333333333333,135.66666666666666,74.66666666666667,86.66666666666667,73.0,61.0
B1,70,33,08:00:39,2024-08-01,35,71.66666666666667,64.66666666666667,113.33333333333333,50.333333333333336,77.66666666666667,120.0,96.0,59.333333333333336,53.333333333333336,79.66666666666667,73.33333333333333,164.66666666666666,74.66666666666667,86.66666666666667,73.0,61.0
D4,21,33,08:00:48,2024-08-01,11,71.66666666666667,65.33333333333333,113.33333333333333,50.333333333333336,77.66666666666667,120.0,96.0,59.333333333333336,53.333333333333336,79.66666666666667,73.33333333333333,164.66666666666666,74.66666666666667,86.66666666666667,73.0,61.0
D1,41,33,08:01:01,2024-08-01,21,71.66666666666667,65.33333333333333,113.33333333333333,50.333333333333336,77.66666666666667,120.0,96.0,59.333333333333336,53.333333333333336,52.666666666666664,73.33333333333333,164.66666666666666,74.66666666666667,86.66666666666667,73.0,61.0
B2,43,33,08:01:16,2024-08-01,22,71.66666666666667,65.33333333333333,113.33333333333333,54.666666666666664,77.66666666666667,120.0,96.0,59.333333333333336,53.333333333333336,52.666666666666664,73.33333333333333,164.66666666666666,74.66666666666667,86.66666666666667,73.0,61.0
A2,16,33,08:01:17,2024-08-01,8,71.66666666666667,65.33333333333333,113.33333333333333,54.666666666666664,77.66666666666667,120.0,96.0,59.333333333333336,53.333333333333336,52.666666666666664,73.33333333333333,164.66666666666666,74.66666666666667,67.66666666666667,73.0,61.0
C1,101,33,08:01:24,2024-08-01,50,71.66666666666667,65.33333333333333,113.33333333333333,54.666666666666664,77.66666666666667,120.0,96.0,59.333333333333336,37.666666666666664,52.666666666666664,73.33333333333333,164.66666666666666,74.66666666666667,67.66666666666667,73.0,61.0
D2,100,33,08:01:24,2024-08-01,50,71.66666666666667,65.33333333333333,113.66666666666667,54.666666666666664,77.66666666666667,120.0,96.0,59.333333333333336,37.666666666666664,52.666666666666664,73.33333333333333,164.66666666666666,74.66666666666667,67.66666666666667,73.0,61.0
A3,100,33,08:01:27,2024-08-01,50,71.66666666666667,65.33333333333333,113.66666666666667,54.666666666666664,77.66666666666667,96.66666666666667,96.0,59.333333333333336,37.666666666666664,52.666666666666664,73.33333333333333,164.66666666666666,74.66666666666667,67.66666666666667,73.0,61.0
B3,89,33,08:01:40,2024-08-01,45,71.66666666666667,65.33333333333333,113.66666666666667,54.666666666666664,77.66666666666667,96.66666666666667,96.0,59.333333333333336,37.666666666666664,52.666666666666664,96.33333333333333,164.66666666666666,74.66666666666667,67.66666666666667,73.0,61.0
C2,105,33,08:02:16,2024-08-01,50,71.66666666666667,65.33333333333333,113.66666666666667,54.666666666666664,77.66666666666667,96.66666666666667,96.0,59.333333333333336,37.666666666666664,52.666666666666664,96.33333333333333,164.66666666666666,74.66666666666667,67.66666666666667,77.33333333333333,61.0
D3,21,33,08:02:16,2024-08-01,11,71.66666666666667,65.33333333333333,113.66666666666667,54.666666666666664,77.66666666666667,96.66666666666667,96.0,59.333333333333336,37.666666666666664,52.666666666666664,96.33333333333333,164.66666666666666,74.66666666666667,67.66666666666667,77.33333333333333,61.0
A4,84,33,08:02:19,2024-08-01,42,71.66666666666667,65.33333333333333,113.66666666666667,54.666666666666664,77.66666666666667,96.66666666666667,96.0,51.333333333333336,37.666666666666664,52.666666666666664,96.33333333333333,164.66666666666666,74.66666666666667,67.66666666666667,77.33333333333333,61.0
B4,62,33,08:02:27,2024-08-01,31,71.66666666666667,65.33333333333333,113.66666666666667,54.666666666666664,77.66666666666667,96.66666666666667,96.0,51.333333333333336,37.666666666666664,52.666666666666664,96.33333333333333,164.66666666666666,77.66666666666667,67.66666666666667,77.33333333333333,61.0
D4,115,33,08:02:29,2024-08-01,50,71.66666666666667,65.33333333333333,113.66666666666667,54.666666666666664,77.66666666666667,96.66666666666667,96.0,51.333333333333336,37.666666666666664,52.666666666666664,96.33333333333333,164.66666666666666,77.66666666666667,67.66666666666667,77.33333333333333,52.0
B1,99,33,08:03:00,2024-08-01,50,71.66666666666667,65.33333333333333,113.66666666666667,54.666666666666664,77.66666666666667,96.66666666666667,96.0,51.333333333333336,37.666666666666664,63.666666666666664,96.33333333333333,164.66666666666666,77.66666666666667,67.66666666666667,77.33333333333333,52.0
A1,19,33,08:03:03,2024-08-01,14,71.66666666666667,71.33333333333333,113.66666666666667,54.666666666666664,77.66666666666667,96.66666666666667,96.0,51.333333333333336,37.666666666666664,63.666666666666664,96.33333333333333,164.66666666666666,77.66666666666667,67.66666666666667,77.33333333333333,52.0
C3,63,33,08:03:08,2024-08-01,33,67.0,71.33333333333333,113.66666666666667,54.666666666666664,77.66666666666667,96.66666666666667,96.0,51.333333333333336,37.666666666666664,63.666666666666664,96.33333333333333,164.66666666666666,77.66666666666667,67.66666666666667,77.33333333333333,52.0
A2,38,33,08:03:19,2024-08-01,19,67.0,71.33333333333333,113.66666666666667,54.666666666666664,77.66666666666667,96.66666666666667,85.33333333333333,51.333333333333336,37.666666666666664,63.666666666666664,96.33333333333333,164.66666666666666,77.66666666666667,67.66666666666667,77.33333333333333,52.0
D1,64,33,08:03:22,2024-08-01,32,67.0,71.33333333333333,113.66666666666667,54.666666666666664,77.66666666666667,96.66666666666667,85.33333333333333,51.333333333333336,28.333333333333332,63.666666666666664,96.33333333333333,164.66666666666666,77.66666666666667,67.66666666666667,77.33333333333333,52.0
A3,40,33,08:03:40,2024-08-01,20,67.0,71.33333333333333,113.66666666666667,63.333333333333336,77.66666666666667,96.66666666666667,85.33333333333333,51.333333333333336,28.333333333333332,63.666666666666664,96.33333333333333,164.66666666666666,77.66666666666667,67.66666666666667,77.33333333333333,52.0
C4,137,33,08:03:43,2024-08-01,50,67.0,71.33333333333333,113.66666666666667,63.333333333333336,77.66666666666667,96.66666666666667,85.33333333333333,51.333333333333336,28.333333333333332,63.666666666666664,77.66666666666667,164.66666666666666,77.66666666666667,67.66666666666667,77.33333333333333,52.0
B2,57,33,08:03:52,2024-08-01,29,67.0,71.33333333333333,113.66666666666667,63.333333333333336,77.66666666666667,96.66666666666667,85.33333333333333,51.333333333333336,28.333333333333332,63.666666666666664,77.66666666666667,173.33333333333334,77.66666666666667,67.66666666666667,77.33333333333333,52.0
D2,100,33,08:03:56,2024-08-01,50,67.0,71.33333333333333,113.66666666666667,63.333333333333336,77.66666666666667,96.66666666666667,85.33333333333333,51.333333333333336,28.333333333333332,63.666666666666664,77.66666666666667,173.33333333333334,77.66666666666667,55.333333333333336,77.33333333333333,52.0
A4,51,33,08:04:02,2024-08-01,26,67.0,71.33333333333333,113.66666666666667,63.333333333333336,77.66666666666667,88.0,85.33333333333333,51.333333333333336,28.333333333333332,63.666666666666664,77.66666666666667,173.33333333333334,77.66666666666667,55.333333333333336,77.33333333333333,52.0
B3,57,33,08:04:23,2024-08-01,29,67.0,71.33333333333333,113.66666666666667,63.333333333333336,77.66666666666667,88.0,85.33333333333333,51.333333333333336,28.333333333333332,63.666666666666664,77.66666666666667,173.33333333333334,60.333333333333336,55.333333333333336,77.33333333333333,52.0
A1,6,33,08:04:30,2024-08-01,3,67.0,71.33333333333333,113.66666666666667,63.333333333333336,77.66666666666667,88.0,85.33333333333333,51.333333333333336,28.333333333333332,63.666666666666664,77.66666666666667,173.33333333333334,60.333333333333336,55.333333333333336,71.0,52.0
C1,133,33,08:04:35,2024-08-01,50,44.333333333333336,71.33333333333333,113.66666666666667,63.333333333333336,77.66666666666667,88.0,85.33333333333333,51.333333333333336,28.333333333333332,63.666666666666664,77.66666666666667,173.33333333333334,60.333333333333336,55.333333333333336,71.0,52.0
A2,109,33,08:04:36,2024-08-01,50,44.333333333333336,71.33333333333333,113.66666666666667,63.333333333333336,77.66666666666667,88.0,85.33333333333333,51.333333333333336,28.333333333333332,63.666666666666664,77.66666666666667,173.33333333333334,60.333333333333336,55.333333333333336,71.0,52.0
D3,56,33,08:04:48,2024-08-01,28,44.333333333333336,71.33333333333333,113.66666666666667,63.333333333333336,77.66666666666667,88.0,85.33333333333333,51.333333333333336,54.333333333333336,63.666666666666664,77.66666666666667,173.33333333333334,60.333333333333336,55.333333333333336,71.0,52.0
B4,5,33,08:04:55,2024-08-01,3,44.333333333333336,71.33333333333333,113.66666666666667,63.333333333333336,77.66666666666667,88.0,85.33333333333333,56.333333333333336,54.333333333333336,63.666666666666664,77.66666666666667,173.33333333333334,60.333333333333336,55.333333333333336,71.0,52.0
B1,47,33,08:05:00,2024-08-01,24,44.333333333333336,71.33333333333333,113.66666666666667,63.333333333333336,77.66666666666667,88.0,85.33333333333333,56.333333333333336,54.333333333333336,63.666666666666664,77.66666666666667,173.33333333333334,60.333333333333336,55.333333333333336,71.0,46.0
D4,107,33,08:05:18,2024-08-01,50,44.333333333333336,72.0,113.66666666666667,63.333333333333336,77.66666666666667,88.0,85.33333333333333,56.333333333333336,54.333333333333336,63.666666666666664,77.66666666666667,173.33333333333334,60.333333333333336,55.333333333333336,71.0,46.0
B2,9,33,08:05:26,2024-08-01,5,44.333333333333336,72.0,113.66666666666667,63.333333333333336,77.66666666666667,88.0,85.33333333333333,56.333333333333336,54.333333333333336,81.0,77.66666666666667,173.33333333333334,60.333333333333336,55.333333333333336,71.0,46.0
C2,17,33,08:05:27,2024-08-01,17,44.333333333333336,72.0,113.66666666666667,63.333333333333336,77.66666666666667,88.0,85.33333333333333,56.333333333333336,54.333333333333336,81.0,77.66666666666667,173.33333333333334,60.333333333333336,36.333333333333336,71.0,46.0
A3,72,33,08:05:28,2024-08-01,36,44.333333333333336,72.0,113.66666666666667,63.333333333333336,78.0,88.0,85.33333333333333,56.333333333333336,54.333333333333336,81.0,77.66666666666667,173.33333333333334,60.333333333333336,36.333333333333336,71.0,46.0
B3,20,33,08:05:33,2024-08-01,10,44.333333333333336,72.0,113.66666666666667,63.333333333333336,78.0,88.0,85.33333333333333,56.333333333333336,54.333333333333336,81.0,70.66666666666667,173.33333333333334,60.333333333333336,36.333333333333336,71.0,46.0
B4,38,33,08:05:45,2024-08-01,19,44.333333333333336,72.0,113.66666666666667,63.333333333333336,78.0,88.0,85.33333333333333,56.333333333333336,54.333333333333336,81.0,70.66666666666667,173.33333333333334,60.333333333333336,36.333333333333336,55.333333333333336,46.0
C3,67,33,08:05:46,2024-08-01,34,44.333333333333336,72.0,113.66666666666667,63.333333333333336,78.0,88.0,85.33333333333333,56.333333333333336,54.333333333333336,81.0,70.66666666666667,173.33333333333334,60.333333333333336,36.333333333333336,55.333333333333336,35.0
